"name","weighted_mean.X1","weighted_mean.X2","weighted_mean.X3","weighted_mean.X4","weighted_mean.X5","weighted_mean.X6","weighted_mean.X7","weighted_mean.X8","weighted_mean.X9","weighted_mean.X10","weighted_mean.X11","weighted_mean.X12","weighted_mean.X13","weighted_mean.X14","weighted_mean.X15","weighted_mean.X16","weighted_mean.X17","weighted_mean.X18","weighted_mean.X19","weighted_mean.X20","weighted_mean.X21","weighted_mean.X22","weighted_mean.X23","weighted_mean.X24","weighted_mean.X25","weighted_mean.X26","weighted_mean.X27","weighted_mean.X28","weighted_mean.X29","weighted_mean.X30","weighted_mean.X31","weighted_mean.X32","weighted_mean.X33","weighted_mean.X34","weighted_mean.X35","weighted_mean.X36","weighted_mean.X37","weighted_mean.X38","weighted_mean.X39","weighted_mean.X40","weighted_mean.X41","weighted_mean.X42","weighted_mean.X43","weighted_mean.X44","weighted_mean.X45","weighted_mean.X46","weighted_mean.X47","weighted_mean.X48","weighted_mean.X49","weighted_mean.X50","weighted_mean.X51","weighted_mean.X52","weighted_mean.X53","weighted_mean.X54","weighted_mean.X55","weighted_mean.X56","weighted_mean.X57","weighted_mean.X58","weighted_mean.X59","weighted_mean.X60","weighted_mean.X61","weighted_mean.X62","weighted_mean.X63","weighted_mean.X64","weighted_mean.X65","weighted_mean.X66","weighted_mean.X67","weighted_mean.X68","weighted_mean.X69","weighted_mean.X70","weighted_mean.X71","weighted_mean.X72","weighted_mean.X73","weighted_mean.X74","weighted_mean.X75","weighted_mean.X76","weighted_mean.X77","weighted_mean.X78","weighted_mean.X79","weighted_mean.X80","weighted_mean.X81","weighted_mean.X82","weighted_mean.X83","weighted_mean.X84","weighted_mean.X85","weighted_mean.X86","weighted_mean.X87","weighted_mean.X88","weighted_mean.X89","weighted_mean.X90","weighted_mean.X91","weighted_mean.X92","weighted_mean.X93","weighted_mean.X94","weighted_mean.X95","weighted_mean.X96","weighted_mean.X97","weighted_mean.X98","weighted_mean.X99","weighted_mean.X100","weighted_mean.X101","weighted_mean.X102","weighted_mean.X103","weighted_mean.X104","weighted_mean.X105","weighted_mean.X106","weighted_mean.X107","weighted_mean.X108","weighted_mean.X109","weighted_mean.X110","weighted_mean.X111","weighted_mean.X112","weighted_mean.X113","weighted_mean.X114","weighted_mean.X115","weighted_mean.X116","weighted_mean.X117","weighted_mean.X118","weighted_mean.X119","weighted_mean.X120"
"San Marino",89.4697265625,41.0020484924316,86.6936111450195,85.7775726318359,55.816047668457,36.4821548461914,49.5078392028809,24.1751518249512,134.844284057617,54.1466865539551,96.3092880249023,36.2439079284668,16.038480758667,67.2278671264648,5.07575416564941,87.2821502685547,87.6357040405273,63.3290710449219,123.126892089844,133.141494750977,138.049346923828,84.0258178710938,90.6260604858398,120.594818115234,73.8863754272461,16.9112205505371,40.162727355957,81.6360702514648,22.7390823364258,60.3815498352051,13.2527132034302,36.5266609191895,62.2216033935547,109.887580871582,123.172378540039,51.8402900695801,66.8088150024414,112.227867126465,76.5202713012695,92.8284759521484,63.1306419372559,50.9657440185547,24.4066333770752,21.3372745513916,58.5372734069824,122.372146606445,73.3206329345703,122.03547668457,34.3496971130371,46.6030197143555,39.2000007629395,81.1057968139648,56.4663467407227,32.5905914306641,59.5088119506836,116.085777282715,94.3154449462891,137.175140380859,154.898056030273,103.931854248047,44.0496978759766,40.7727432250977,57.2000007629395,49.0390853881836,54.9781684875488,9.71121883392334,47.2527122497559,107.119430541992,106.204223632812,33.2715339660645,48.1372756958008,60.739688873291,43.4118232727051,76.0627288818359,65.3757553100586,8.66272640228271,128.574188232422,43.8657455444336,16.12424659729,70.3088150024414,88.9142379760742,59.2112236022949,24.6218376159668,47.0615234375,61.0639343261719,27.9478912353516,73.9769668579102,76.3024139404297,82.8954162597656,98.5078353881836,23.6751518249512,38.9224395751953,59.8124237060547,80.3535537719727,140.969955444336,120.822448730469,72.0485000610352,70.8627319335938,81.9166412353516,69.4142379760742,27,91.2581405639648,19.5224380493164,26.3348636627197,55.3024139404297,75.4845581054688,78.5893859863281,103.199394226074,78.1899871826172,73.2597122192383,51.2757568359375,57.2869720458984,101.597831726074,91.0084457397461,71.6260604858398,70.9863815307617,96.8360748291016,85.4615249633789,152.330276489258,97.6503143310547
"Syrian Arab Republic",46.4978294372559,88.888069152832,36.0886993408203,40.2809295654297,35.0536422729492,0.036195557564497,0.216402560472488,0.419065833091736,0.878395020961761,26.2969131469727,60.7879829406738,102.47599029541,91.2516555786133,40.6924819946289,49.2237777709961,53.3663787841797,18.8360271453857,0.893730700016022,0.852756381034851,1.13169312477112,4.23308086395264,12.5656852722168,57.4863433837891,94.5624389648438,87.2786483764648,146.244018554688,90.9682846069336,29.6722240447998,3.16458916664124,4.84105014801025,0.0671030357480049,0.0203743297606707,2.0292592048645,17.6017665863037,48.1065788269043,92.6927337646484,145.864730834961,81.3461685180664,24.4876880645752,23.2281742095947,13.1925849914551,0.359683185815811,0.509956538677216,0.101185269653797,0.00312784966081381,12.1506214141846,66.5121994018555,35.2171211242676,70.392707824707,57.196102142334,42.3600578308105,28.9474964141846,18.1432704925537,7.7782769203186,0.0722189620137215,0.721934616565704,2.98841524124146,29.6473426818848,54.8949127197266,38.8923492431641,82.2605819702148,65.0151596069336,24.9267749786377,61.503776550293,7.95509052276611,1.21489679813385,0.276964664459229,0.435720175504684,4.0382251739502,60.2357368469238,41.9384994506836,28.5473136901855,55.532470703125,74.2709579467773,48.5137329101562,36.7426490783691,35.6971817016602,1.51587963104248,0.493514329195023,0.812562584877014,0.226377680897713,10.4079542160034,39.1488227844238,53.8758392333984,70.7522888183594,43.5441780090332,13.7498464584351,5.6366138458252,16.6302108764648,1.40237057209015,0.040652297437191,1.10110902786255,3.58125638961792,34.2560348510742,24.274881362915,49.0639038085938,41.2722206115723,90.0245666503906,53.4111747741699,25.8797550201416,9.59597015380859,3.15417623519897,1.72147285938263,0.113699540495872,12.8128318786621,40.7700233459473,52.2957458496094,84.096923828125,88.2755813598633,74.8340148925781,24.2598972320557,17.5952453613281,5.55088520050049,4.76847839355469,0.167595282196999,0.204388618469238,2.00313520431519,21.5425624847412,0.763027429580688,77.4427261352539
"Latvia",38.4785118103027,49.8497543334961,33.1581611633301,56.9342269897461,36.7523155212402,94.3351287841797,109.254035949707,84.4553146362305,84.9306030273438,61.8710746765137,82.3256759643555,44.2499580383301,60.0373878479004,57.5025978088379,39.2127914428711,22.0796585083008,26.9656372070312,84.141471862793,68.0625534057617,9.51065158843994,45.0668792724609,83.7387008666992,51.4883499145508,29.8528690338135,34.5776824951172,13.9122200012207,11.7775583267212,44.174674987793,60.8741111755371,50.0168991088867,65.2505569458008,103.957595825195,33.1207542419434,76.8794937133789,53.9143562316895,60.5287780761719,29.2934322357178,46.2215805053711,50.995677947998,10.7684230804443,36.0497016906738,97.3150253295898,75.0322189331055,63.8646087646484,74.3192596435547,86.4038391113281,50.0251312255859,51.1792449951172,46.4146499633789,21.289852142334,33.6627426147461,19.4513568878174,64.9360427856445,74.0934066772461,65.1561889648438,115.339019775391,38.9202651977539,40.7608947753906,50.3442268371582,46.8347511291504,16.6634120941162,26.3657646179199,28.5648994445801,29.7334747314453,44.0496940612793,46.2653923034668,28.7008113861084,119.002372741699,49.7209701538086,74.0145874023438,66.3109283447266,45.0985794067383,85.9748153686523,31.4338855743408,27.8107624053955,24.0742378234863,55.251407623291,60.1169586181641,117.038185119629,55.1752319335938,68.530632019043,87.8262252807617,70.795654296875,35.5168495178223,46.5938606262207,44.7931442260742,64.7122268676758,43.4150047302246,26.0164813995361,58.9939804077148,55.9756355285645,111.331687927246,31.1353054046631,95.0737991333008,59.011302947998,47.3616638183594,45.6426162719727,29.9019813537598,48.1246147155762,7.87755584716797,26.1875400543213,102.29207611084,93.6592330932617,60.7672576904297,58.4771270751953,105.68953704834,57.0191459655762,66.9278564453125,20.0975017547607,44.1804046630859,41.5041351318359,33.3444023132324,71.6463394165039,70.5159912109375,109.569732666016,116.740791320801,96.3341598510742,45.0946197509766,85.3063583374023,84.3797454833984
"Cape Verde",12.8668251037598,10.3860111236572,10.7910070419312,11.8745718002319,17.7565975189209,29.3473739624023,43.0326843261719,66.9068298339844,103.065544128418,39.3382568359375,22.1016998291016,17.1632823944092,12.8668251037598,10.3860111236572,10.7910070419312,11.8745718002319,17.7565975189209,29.3473739624023,43.0326843261719,66.9068298339844,103.065544128418,39.3382568359375,22.1016998291016,17.1632823944092,12.8668251037598,2.43834376335144,10.7910070419312,11.8745718002319,17.7565975189209,29.3473739624023,43.0326843261719,66.9068298339844,103.065544128418,39.3382568359375,22.1016998291016,17.1632823944092,12.8668251037598,10.3860111236572,2.64636301994324,11.8745718002319,17.7565975189209,29.3473739624023,43.0326843261719,66.9068298339844,103.065544128418,39.3382568359375,22.1016998291016,17.1632823944092,41.552921295166,10.3860111236572,10.7910070419312,11.8745718002319,17.7565975189209,29.3473739624023,43.0326843261719,66.9068298339844,103.065544128418,39.3382568359375,22.1016998291016,17.1632823944092,12.8668251037598,10.3860111236572,10.7910070419312,11.8745718002319,17.7565975189209,29.3473739624023,43.0326843261719,66.9068298339844,103.065544128418,39.3382568359375,22.1016998291016,17.1632823944092,12.8668251037598,10.3860111236572,10.7910070419312,11.8745718002319,17.7565975189209,29.3473739624023,43.0326843261719,66.9068298339844,103.065544128418,39.3382568359375,22.1016998291016,17.1632823944092,12.8668251037598,10.3860111236572,10.7910070419312,11.8745718002319,17.7565975189209,29.3473739624023,43.0326843261719,66.9068298339844,103.065544128418,39.3382568359375,22.1016998291016,17.1632823944092,12.8668251037598,10.3860111236572,10.7910070419312,11.8745718002319,17.7565975189209,29.3473739624023,43.0326843261719,66.9068298339844,103.065544128418,39.3382568359375,22.1016998291016,17.1632823944092,12.8668251037598,10.3860111236572,10.7910070419312,11.8745718002319,17.7565975189209,29.3473739624023,43.0326843261719,66.9068298339844,103.065544128418,39.3382568359375,22.1016998291016,17.1632823944092
"Zambia",268.050537109375,261.479400634766,203.880905151367,48.343334197998,3.04430627822876,0.341154634952545,0.0159431733191013,0.0449358001351357,4.70492935180664,28.3761367797852,105.614929199219,195.564178466797,201.381866455078,126.319152832031,117.666160583496,68.2465667724609,0.506404876708984,0.308858573436737,0.117354348301888,0.105080544948578,2.63002920150757,22.9147548675537,102.764282226562,241.945037841797,267.284912109375,201.837326049805,202.503860473633,67.4400634765625,8.77578926086426,0.183922216296196,0.138763204216957,0.143369555473328,0.736560642719269,33.7828369140625,78.3240127563477,194.555130004883,241.959625244141,207.983688354492,181.165588378906,65.950065612793,2.44898533821106,0.263233035802841,0.117681182920933,0.19673103094101,2.23761177062988,32.2422714233398,93.5466537475586,258.234588623047,237.239349365234,128.322174072266,102.032356262207,29.1514415740967,1.36271739006042,0.200476005673409,0.125756949186325,0.110221266746521,0.625898599624634,4.70314073562622,104.923690795898,242.216583251953,194.483123779297,188.675369262695,155.982955932617,52.6510543823242,12.6672267913818,0.257444888353348,0.152386918663979,0.165650814771652,2.66059732437134,28.6466255187988,150.410675048828,251.713928222656,265.916381835938,141.206161499023,123.108047485352,38.8982620239258,3.00229787826538,0.467919170856476,0.143573060631752,0.380588561296463,6.80939722061157,21.0227966308594,108.985824584961,268.921752929688,315.017028808594,170.342193603516,150.439590454102,31.9029216766357,4.48248672485352,0.213499933481216,0.119263611733913,0.224154755473137,1.59132671356201,20.2586784362793,112.062561035156,197.539779663086,212.461898803711,180.623748779297,208.525329589844,33.8259353637695,9.83810234069824,0.214159056544304,0.13193716108799,0.177695289254189,1.48083198070526,32.3269004821777,153.709182739258,214.849716186523,223.778045654297,242.488998413086,177.08723449707,42.6084251403809,4.2267689704895,0.50124317407608,0.144606307148933,0.257516205310822,1.42890405654907,10.4469537734985,123.579597473145,234.508636474609
"Brunei Darussalam",603.42919921875,161.162612915039,280.078033447266,290.244354248047,126.912246704102,227.804077148438,120.761489868164,144.765853881836,296.434631347656,416.221343994141,301.780426025391,240.208755493164,198.328170776367,70.6129455566406,161.737701416016,235.581268310547,179.740356445312,209.224899291992,171.216690063477,266.556030273438,254.37841796875,267.031677246094,379.088684082031,207.061309814453,234.29931640625,70.0577087402344,226.933609008789,175.346908569336,243.965408325195,213.402328491211,230.085433959961,236.827133178711,177.975494384766,431.986968994141,274.121032714844,404.812591552734,212.457382202148,100.571296691895,194.651290893555,184.255172729492,400.955993652344,103.164360046387,214.017501831055,128.168518066406,295.930084228516,245.349517822266,245.649688720703,286.417266845703,170.224044799805,69.1463241577148,259.176116943359,104.400970458984,292.116882324219,273.694396972656,271.631317138672,222.978118896484,212.272415161133,356.412048339844,335.788665771484,510.950866699219,428.020751953125,162.011917114258,190.636978149414,291.977752685547,400.776428222656,276.786376953125,170.122299194336,294.171966552734,277.457489013672,245.90771484375,213.049057006836,371.160034179688,439.586029052734,266.961242675781,191.025619506836,215.768676757812,242.609161376953,320.552337646484,341.68798828125,186.376617431641,288.689361572266,252.526596069336,350.57666015625,278.667694091797,264.054443359375,373.691253662109,429.383697509766,248.204330444336,225.684844970703,259.461944580078,340.654663085938,311.275512695312,291.264221191406,433.174224853516,310.212219238281,311.261291503906,913.3369140625,315.585052490234,317.220306396484,195.464202880859,161.06510925293,112.59489440918,142.879486083984,232.661224365234,161.968643188477,273.801971435547,283.657379150391,284.891510009766,379.086639404297,29.3032646179199,104.6455078125,245.03190612793,361.537689208984,284.577362060547,381.170654296875,410.080902099609,480.991577148438,263.997100830078,404.916839599609,384.0380859375
"Iran (Islamic Republic of)",25.4814701080322,15.9200992584229,29.2334442138672,11.9107418060303,21.8685760498047,9.18926334381104,5.08749151229858,2.42207503318787,3.86205887794495,13.6420125961304,19.6246013641357,53.1470527648926,40.8656158447266,20.8773345947266,31.246410369873,65.9801483154297,21.649528503418,1.51590669155121,4.78793716430664,2.1400043964386,0.496881902217865,7.81090402603149,29.2261409759521,42.202262878418,34.6792488098145,36.7925186157227,50.9209747314453,63.8327751159668,21.4943294525146,6.6071925163269,2.12195634841919,4.33709859848022,2.45887422561646,10.1646728515625,22.8640193939209,46.7838478088379,60.1187896728516,14.9208879470825,34.9383811950684,65.4259490966797,31.0991992950439,7.25052356719971,18.3740158081055,0.850459098815918,2.36354541778564,7.26536417007446,36.0384826660156,50.2698364257812,48.2257347106934,30.6338920593262,44.1204948425293,24.5940437316895,27.2109394073486,6.16356134414673,3.24191093444824,7.72485685348511,1.79173505306244,4.02540349960327,27.9027404785156,27.154447555542,49.8594436645508,41.2225303649902,25.657470703125,46.6099891662598,12.3972187042236,0.928984820842743,6.92572116851807,2.19301700592041,2.70576953887939,25.7870769500732,26.4829578399658,51.085620880127,19.960916519165,37.0130805969238,58.8359451293945,61.4487915039062,19.5023593902588,14.0927791595459,7.92192316055298,2.59429550170898,1.50330829620361,4.86318206787109,15.7015352249146,30.0010433197021,37.6733093261719,19.7708301544189,6.3870153427124,11.7044544219971,8.86496067047119,3.86820340156555,5.03539752960205,1.4636549949646,7.7631049156189,24.0847301483154,23.3728351593018,23.3131809234619,22.1050319671631,29.2933139801025,39.1870880126953,56.2369155883789,13.8102025985718,17.374195098877,1.67032194137573,3.00617980957031,10.4464225769043,14.9125890731812,38.8624305725098,37.5054588317871,17.4088363647461,37.7544097900391,28.739236831665,50.334903717041,25.5017509460449,4.80835628509521,1.13572561740875,7.54018306732178,2.0073459148407,7.14148235321045,9.16177082061768,8.44705581665039
"Italy",112.263694763184,47.2310218811035,108.924018859863,73.7624359130859,63.8954963684082,55.6435127258301,53.9614944458008,41.8667945861816,106.829971313477,46.807731628418,71.5056838989258,38.7463645935059,26.8512134552002,72.5335083007812,35.7339286804199,80.7556991577148,120.606231689453,53.5616836547852,86.8815231323242,121.814712524414,98.1380004882812,81.4080047607422,139.946136474609,108.89323425293,88.7927093505859,28.3505973815918,25.5545482635498,66.4159317016602,35.54541015625,44.4784698486328,31.7477340698242,31.4235401153564,58.0721435546875,118.738006591797,117.310188293457,97.5512390136719,69.401496887207,84.9358291625977,74.1404266357422,84.5838394165039,75.706184387207,45.199836730957,36.8914566040039,50.122974395752,55.2691879272461,100.391944885254,111.964553833008,107.276824951172,49.2306518554688,48.3803901672363,43.6097106933594,77.0901718139648,54.9512023925781,31.092887878418,48.7517547607422,83.1287689208984,94.8558959960938,120.169471740723,114.969062805176,100.459144592285,54.7938270568848,62.9500999450684,72.6916732788086,63.9790534973145,58.9465751647949,39.0144348144531,45.4687843322754,87.9394073486328,107.724517822266,47.5005760192871,39.5710906982422,82.6808929443359,52.5543174743652,66.4194869995117,79.3221664428711,26.8615436553955,101.457565307617,68.6690979003906,36.038516998291,70.51220703125,72.3592834472656,72.464599609375,79.6059112548828,61.1010131835938,65.4559936523438,30.0174522399902,80.1035385131836,93.065055847168,75.0808258056641,71.3489837646484,56.3235855102539,44.7919883728027,81.8765487670898,90.7051544189453,148.815856933594,133.681625366211,107.578384399414,81.1797790527344,92.1789016723633,84.6533584594727,36.2331390380859,72.8139801025391,49.4340400695801,34.8104095458984,74.7559585571289,100.425048828125,91.0205688476562,103.664283752441,79.1170806884766,73.7513580322266,60.3742637634277,47.9804039001465,110.698600769043,63.6024055480957,51.2563362121582,77.4123611450195,90.4407501220703,120.874870300293,129.728759765625,89.3318405151367
"Sri Lanka",203.056930541992,69.4376602172852,20.6253318786621,293.515533447266,43.3219108581543,143.274597167969,78.517822265625,16.5458354949951,131.511169433594,165.039138793945,239.773315429688,192.147155761719,39.5792655944824,70.0904235839844,71.9251708984375,219.569488525391,225.905410766602,73.5608520507812,33.1788558959961,84.0785293579102,82.5777282714844,362.619232177734,339.771697998047,291.709259033203,118.206512451172,90.64599609375,136.58219909668,153.972229003906,205.479995727539,117.593482971191,151.167098999023,112.100944519043,151.432632446289,190.305465698242,457.084503173828,17.7661018371582,22.7938709259033,85.6322174072266,39.4460601806641,161.070770263672,364.544158935547,123.656829833984,74.7931289672852,107.027763366699,394.015228271484,376.795074462891,281.156921386719,228.154922485352,114.383987426758,29.2155513763428,70.4339370727539,228.662048339844,131.73551940918,44.6710433959961,106.354370117188,39.1987228393555,57.3696174621582,289.263732910156,540.639709472656,204.071197509766,161.77360534668,77.61181640625,211.262680053711,120.486976623535,93.5521087646484,72.092155456543,40.9635276794434,145.413192749023,259.8583984375,490.504730224609,484.823516845703,213.989944458008,174.228057861328,29.0798149108887,36.4172973632812,289.970611572266,95.5885772705078,88.2945022583008,112.660308837891,228.541488647461,152.907684326172,264.472930908203,159.323120117188,173.545394897461,49.5984001159668,117.24634552002,311.860534667969,203.042739868164,68.5104446411133,107.959411621094,125.481971740723,228.682327270508,57.3198738098145,362.030639648438,325.127502441406,263.295349121094,69.1897506713867,16.5312366485596,170.331314086914,183.992706298828,75.0623626708984,86.7754974365234,61.7549438476562,188.442230224609,124.499946594238,186.535064697266,410.997497558594,159.241470336914,80.8258056640625,39.6827507019043,51.0017395019531,114.208274841309,216.774597167969,104.807067871094,160.647277832031,69.0479583740234,275.487640380859,207.723754882812,420.768859863281,337.477813720703
"Marshall Islands",123.456176757812,105.083892822266,24.2043609619141,83.0007781982422,147.672897338867,216.86750793457,225.575332641602,258.054382324219,347.603790283203,433.282470703125,316.717010498047,196.125122070312,160.80500793457,147.067977905273,173.474990844727,197.814819335938,269.968536376953,334.728790283203,262.162109375,332.499389648438,278.404571533203,321.296783447266,174.957565307617,329.613403320312,166.286392211914,170.462387084961,49.5626411437988,298.459136962891,239.063583374023,233.831192016602,225.368499755859,178.946029663086,339.107391357422,362.450408935547,175.834609985352,347.961120605469,128.971771240234,281.761169433594,221.36540222168,246.680847167969,213.573593139648,247.282852172852,192.926406860352,389.951446533203,147.983123779297,174.689926147461,195.209823608398,269.425231933594,122.545127868652,164.74104309082,155.67790222168,151.9814453125,141.55744934082,165.219772338867,263.139282226562,309.193115234375,225.869888305664,342.608367919922,357.101501464844,218.84716796875,217.793029785156,112.137306213379,131.825927734375,158.228652954102,170.178619384766,249.873352050781,218.695159912109,221.961532592773,216.516967773438,283.346954345703,228.690551757812,183.138198852539,40.8441886901855,119.550743103027,66.9209899902344,255.001922607422,236.899078369141,141.988174438477,149.497039794922,206.639862060547,235.763961791992,416.167419433594,385.556610107422,227.091690063477,208.698715209961,181.080352783203,127.665092468262,128.630172729492,248.65234375,189.318069458008,246.987838745117,185.944976806641,215.980026245117,258.628448486328,272.767608642578,256.603515625,118.991371154785,135.959197998047,84.3034133911133,198.252716064453,118.911842346191,79.1132507324219,222.699157714844,200.038452148438,318.919738769531,222.310684204102,280.941436767578,335.405853271484,136.809387207031,76.6004257202148,162.41748046875,164.89973449707,62.4953804016113,404.73828125,293.433502197266,286.528289794922,378.206817626953,333.471069335938,407.860229492188,202.148727416992
